cluster weight:
国际反应#各方反应 -AND- 投票权:0.0
国际反应#各方反应 -AND- 正式拉票活动:0.0
国际反应#各方反应 -AND- 自民党:0.0
国际反应#各方反应 -AND- 选情进展:0.0
国际反应#各方反应 -AND- 总结:0.0
国际反应#各方反应 -AND- 选举委员会:0.0
国际反应#各方反应 -AND- 上届选举#首相选举:0.0
国际反应#各方反应 -AND- 分析:0.0
国际反应#各方反应 -AND- 大选花费:0.0
国际反应#各方反应 -AND- 获胜者:0.0
国际反应#各方反应 -AND- 选举结果#候选人#背景:0.0
国际反应#各方反应 -AND- 退出者:0.0
国际反应#各方反应 -AND- 共和党:0.0
国际反应#各方反应 -AND- 社会现状:0.0
国际反应#各方反应 -AND- 大选特点:0.0
国际反应#各方反应 -AND- 影响因素:0.0
国际反应#各方反应 -AND- 维新会:0.0
国际反应#各方反应 -AND- 候选人竞选:0.0
国际反应#各方反应 -AND- 全国代表大会:0.0
国际反应#各方反应 -AND- 结局预测#大选预测:0.0
国际反应#各方反应 -AND- 选举制度#选举人团制度:0.0
国际反应#各方反应 -AND- 旅游警示:0.0
国际反应#各方反应 -AND- 选举情况:0.0
国际反应#各方反应 -AND- 被选举权:0.0
国际反应#各方反应 -AND- 民主党:0.0
国际反应#各方反应 -AND- 大选对外影响:0.0
国际反应#各方反应 -AND- 各州统计:0.0
国际反应#各方反应 -AND- 无在位候选人#官方候选人:0.0
国际反应#各方反应 -AND- 预选:0.0
国际反应#各方反应 -AND- 新闻文章:0.0
国际反应#各方反应 -AND- 大选结论:0.0
国际反应#各方反应 -AND- 变化:0.0
国际反应#各方反应 -AND- 对华态度:0.0
国际反应#各方反应 -AND- 胜利演讲:0.0
国际反应#各方反应 -AND- 审查:0.0
国际反应#各方反应 -AND- 过程:0.0
国际反应#各方反应 -AND- 时间线:0.0
国际反应#各方反应 -AND- 内阁人选:0.0
国际反应#各方反应 -AND- 抗议示威:0.0
国际反应#各方反应 -AND- 观察:0.0
国际反应#各方反应 -AND- 大选背景:0.0
国际反应#各方反应 -AND- 选举舞弊:0.0
国际反应#各方反应 -AND- root:0.08108108108108109
选举时间 -AND- 参选人员:0.0
选举时间 -AND- 国际反应#各方反应:0.0
选举时间 -AND- 民主统合党:0.0
选举时间 -AND- 合格选民#选民资格:0.0
选举时间 -AND- 电视辩论:0.0
选举时间 -AND- 初选#重要日程#大选日程#选举日程安排:0.0
选举时间 -AND- 影响:0.0
选举时间 -AND- 参选政党#其他政党#主要第三政党候选人#其他政党和独立候选人:0.0
选举时间 -AND- 投票过程#大选过程:0.0
选举时间 -AND- 在野党总统候选人单一化问题:0.0
选举时间 -AND- 参选人#获提名人#选举人权责:0.0
选举时间 -AND- 下议院组成#人员组成:0.0
选举时间 -AND- 选举日期争议:0.0
选举时间 -AND- 监督:0.0
选举时间 -AND- 影响大选因素:0.0
选举时间 -AND- 示威者与反政府者:0.0
选举时间 -AND- 众院权大:0.0
选举时间 -AND- 注册候选人#潜在候选人#正式候选人#总统候选人:0.0
选举时间 -AND- 选举流程:0.0
选举时间 -AND- 结果:0.0
选举时间 -AND- 选举胜利:0.0
选举时间 -AND- 选举人团的变化#全民投票#选举人票比较:0.0
选举时间 -AND- 预算:0.0
选举时间 -AND- 部署警察:0.0
选举时间 -AND- 国内:0.0
选举时间 -AND- 新世界党#新国家党:0.0
选举时间 -AND- 历任总统#选出总统:0.0
选举时间 -AND- 候选人资格#选举资格:0.0
选举时间 -AND- 选民登记工作:0.0
选举时间 -AND- 大选前期:0.0
选举时间 -AND- 颂猜态度:0.0
选举时间 -AND- 选举法:0.0
选举时间 -AND- 大选动态:0.0
选举时间 -AND- 数据:0.0
选举时间 -AND- 民意调查#选前民意调查:0.0
选举时间 -AND- 选举:0.0
选举时间 -AND- 集会洒泪:0.0
选举时间 -AND- 选民观点:0.0
选举时间 -AND- 内阁制度:0.0
选举时间 -AND- 总统副总统候选人:0.0
选举时间 -AND- 选举规则:0.0
选举时间 -AND- 选举准备:0.0
选举时间 -AND- 十大看点:0.0
选举时间 -AND- 终极对决:0.0
选举时间 -AND- 相关人士的态度:0.0
选举时间 -AND- 投票权:0.0
选举时间 -AND- 正式拉票活动:0.0
选举时间 -AND- 自民党:0.0
选举时间 -AND- 选情进展:0.0
选举时间 -AND- 总结:0.0
选举时间 -AND- 选举委员会:0.0
选举时间 -AND- 上届选举#首相选举:0.0
选举时间 -AND- 分析:0.0
选举时间 -AND- 大选花费:0.0
选举时间 -AND- 获胜者:0.0
选举时间 -AND- 选举结果#候选人#背景:0.0
选举时间 -AND- 退出者:0.0
选举时间 -AND- 共和党:0.0
选举时间 -AND- 社会现状:0.0
选举时间 -AND- 大选特点:0.0
选举时间 -AND- 影响因素:0.0
选举时间 -AND- 维新会:0.0
选举时间 -AND- 候选人竞选:0.0
选举时间 -AND- 全国代表大会:0.0
选举时间 -AND- 结局预测#大选预测:0.0
选举时间 -AND- 选举制度#选举人团制度:0.0
选举时间 -AND- 旅游警示:0.0
选举时间 -AND- 选举情况:0.0
选举时间 -AND- 被选举权:0.0
选举时间 -AND- 民主党:0.0
选举时间 -AND- 大选对外影响:0.0
选举时间 -AND- 各州统计:0.0
选举时间 -AND- 无在位候选人#官方候选人:0.0
选举时间 -AND- 预选:0.0
选举时间 -AND- 新闻文章:0.0
选举时间 -AND- 大选结论:0.0
选举时间 -AND- 变化:0.0
选举时间 -AND- 对华态度:0.0
选举时间 -AND- 胜利演讲:0.0
选举时间 -AND- 审查:0.0
选举时间 -AND- 过程:0.0
选举时间 -AND- 时间线:0.0
选举时间 -AND- 内阁人选:0.0
选举时间 -AND- 抗议示威:0.0
选举时间 -AND- 观察:0.0
选举时间 -AND- 大选背景:0.0
选举时间 -AND- 选举舞弊:0.0
选举时间 -AND- root:0.02702702702702703
民主统合党 -AND- 参选人员:0.0
民主统合党 -AND- 国际反应#各方反应:0.0
民主统合党 -AND- 选举时间:0.0
民主统合党 -AND- 合格选民#选民资格:0.0
民主统合党 -AND- 电视辩论:0.0
民主统合党 -AND- 初选#重要日程#大选日程#选举日程安排:0.0
民主统合党 -AND- 影响:0.0
民主统合党 -AND- 参选政党#其他政党#主要第三政党候选人#其他政党和独立候选人:0.0
民主统合党 -AND- 投票过程#大选过程:0.0
民主统合党 -AND- 在野党总统候选人单一化问题:0.0
民主统合党 -AND- 参选人#获提名人#选举人权责:0.0
民主统合党 -AND- 下议院组成#人员组成:0.0
民主统合党 -AND- 选举日期争议:0.0
民主统合党 -AND- 监督:0.0
民主统合党 -AND- 影响大选因素:0.0
民主统合党 -AND- 示威者与反政府者:0.0
民主统合党 -AND- 众院权大:0.0
民主统合党 -AND- 注册候选人#潜在候选人#正式候选人#总统候选人:0.0
民主统合党 -AND- 选举流程:0.0
民主统合党 -AND- 结果:0.0
民主统合党 -AND- 选举胜利:0.0
民主统合党 -AND- 选举人团的变化#全民投票#选举人票比较:0.0
民主统合党 -AND- 预算:0.0
民主统合党 -AND- 部署警察:0.0
民主统合党 -AND- 国内:0.0
民主统合党 -AND- 新世界党#新国家党:0.0
民主统合党 -AND- 历任总统#选出总统:0.0
民主统合党 -AND- 候选人资格#选举资格:0.0
民主统合党 -AND- 选民登记工作:0.0
民主统合党 -AND- 大选前期:0.0
民主统合党 -AND- 颂猜态度:0.0
民主统合党 -AND- 选举法:0.0
民主统合党 -AND- 大选动态:0.0
民主统合党 -AND- 数据:0.0
民主统合党 -AND- 民意调查#选前民意调查:0.0
民主统合党 -AND- 选举:0.0
民主统合党 -AND- 集会洒泪:0.0
民主统合党 -AND- 选民观点:0.0
民主统合党 -AND- 内阁制度:0.0
民主统合党 -AND- 总统副总统候选人:0.0
民主统合党 -AND- 选举规则:0.0
民主统合党 -AND- 选举准备:0.0
民主统合党 -AND- 十大看点:0.0
民主统合党 -AND- 终极对决:0.0
民主统合党 -AND- 相关人士的态度:0.0
民主统合党 -AND- 投票权:0.0
民主统合党 -AND- 正式拉票活动:0.0
民主统合党 -AND- 自民党:0.0
民主统合党 -AND- 选情进展:0.0
民主统合党 -AND- 总结:0.0
民主统合党 -AND- 选举委员会:0.0
民主统合党 -AND- 上届选举#首相选举:0.0
民主统合党 -AND- 分析:0.0
民主统合党 -AND- 大选花费:0.0
民主统合党 -AND- 获胜者:0.0
民主统合党 -AND- 选举结果#候选人#背景:0.0
民主统合党 -AND- 退出者:0.0
民主统合党 -AND- 共和党:0.0
民主统合党 -AND- 社会现状:0.0
民主统合党 -AND- 大选特点:0.0
民主统合党 -AND- 影响因素:0.0
民主统合党 -AND- 维新会:0.0
民主统合党 -AND- 候选人竞选:0.0
民主统合党 -AND- 全国代表大会:0.0
民主统合党 -AND- 结局预测#大选预测:0.0
民主统合党 -AND- 选举制度#选举人团制度:0.0
民主统合党 -AND- 旅游警示:0.0
民主统合党 -AND- 选举情况:0.0
民主统合党 -AND- 被选举权:0.0
民主统合党 -AND- 民主党:0.0
民主统合党 -AND- 大选对外影响:0.0
民主统合党 -AND- 各州统计:0.0
民主统合党 -AND- 无在位候选人#官方候选人:0.0
民主统合党 -AND- 预选:0.0
民主统合党 -AND- 新闻文章:0.0
民主统合党 -AND- 大选结论:0.0
民主统合党 -AND- 变化:0.0
民主统合党 -AND- 对华态度:0.0
民主统合党 -AND- 胜利演讲:0.0
民主统合党 -AND- 审查:0.0
民主统合党 -AND- 过程:0.0
民主统合党 -AND- 时间线:0.0
民主统合党 -AND- 内阁人选:0.0
民主统合党 -AND- 抗议示威:0.0
民主统合党 -AND- 观察:0.0
民主统合党 -AND- 大选背景:0.0
民主统合党 -AND- 选举舞弊:0.0
民主统合党 -AND- root:0.0
合格选民#选民资格 -AND- 参选人员:0.0
合格选民#选民资格 -AND- 国际反应#各方反应:0.0
合格选民#选民资格 -AND- 选举时间:0.0
合格选民#选民资格 -AND- 民主统合党:0.0
合格选民#选民资格 -AND- 电视辩论:0.0
合格选民#选民资格 -AND- 初选#重要日程#大选日程#选举日程安排:0.0
合格选民#选民资格 -AND- 影响:0.0
合格选民#选民资格 -AND- 参选政党#其他政党#主要第三政党候选人#其他政党和独立候选人:0.0
合格选民#选民资格 -AND- 投票过程#大选过程:0.0
合格选民#选民资格 -AND- 在野党总统候选人单一化问题:0.0
合格选民#选民资格 -AND- 参选人#获提名人#选举人权责:0.0
合格选民#选民资格 -AND- 下议院组成#人员组成:0.0
合格选民#选民资格 -AND- 选举日期争议:0.0
合格选民#选民资格 -AND- 监督:0.0
合格选民#选民资格 -AND- 影响大选因素:0.0
合格选民#选民资格 -AND- 示威者与反政府者:0.0
合格选民#选民资格 -AND- 众院权大:0.0
合格选民#选民资格 -AND- 注册候选人#潜在候选人#正式候选人#总统候选人:0.0
合格选民#选民资格 -AND- 选举流程:0.0
合格选民#选民资格 -AND- 结果:0.0
合格选民#选民资格 -AND- 选举胜利:0.0
合格选民#选民资格 -AND- 选举人团的变化#全民投票#选举人票比较:0.0
合格选民#选民资格 -AND- 预算:0.0
合格选民#选民资格 -AND- 部署警察:0.0
合格选民#选民资格 -AND- 国内:0.0
合格选民#选民资格 -AND- 新世界党#新国家党:0.0
合格选民#选民资格 -AND- 历任总统#选出总统:0.0
合格选民#选民资格 -AND- 候选人资格#选举资格:0.0
合格选民#选民资格 -AND- 选民登记工作:0.0
合格选民#选民资格 -AND- 大选前期:0.0
合格选民#选民资格 -AND- 颂猜态度:0.0
合格选民#选民资格 -AND- 选举法:0.0
合格选民#选民资格 -AND- 大选动态:0.0
合格选民#选民资格 -AND- 数据:0.0
合格选民#选民资格 -AND- 民意调查#选前民意调查:0.0
合格选民#选民资格 -AND- 选举:0.5
合格选民#选民资格 -AND- 集会洒泪:0.0
合格选民#选民资格 -AND- 选民观点:0.0
合格选民#选民资格 -AND- 内阁制度:0.0
合格选民#选民资格 -AND- 总统副总统候选人:0.0
合格选民#选民资格 -AND- 选举规则:0.0
合格选民#选民资格 -AND- 选举准备:0.0
合格选民#选民资格 -AND- 十大看点:0.0
合格选民#选民资格 -AND- 终极对决:0.0
合格选民#选民资格 -AND- 相关人士的态度:0.0
合格选民#选民资格 -AND- 投票权:0.0
合格选民#选民资格 -AND- 正式拉票活动:0.0
合格选民#选民资格 -AND- 自民党:0.0
合格选民#选民资格 -AND- 选情进展:0.0
合格选民#选民资格 -AND- 总结:0.0
合格选民#选民资格 -AND- 选举委员会:0.0
合格选民#选民资格 -AND- 上届选举#首相选举:0.0
合格选民#选民资格 -AND- 分析:0.0
合格选民#选民资格 -AND- 大选花费:0.0
合格选民#选民资格 -AND- 获胜者:0.0
合格选民#选民资格 -AND- 选举结果#候选人#背景:0.0
合格选民#选民资格 -AND- 退出者:0.0
合格选民#选民资格 -AND- 共和党:0.0
合格选民#选民资格 -AND- 社会现状:0.0
合格选民#选民资格 -AND- 大选特点:0.0
合格选民#选民资格 -AND- 影响因素:0.0
合格选民#选民资格 -AND- 维新会:0.0
合格选民#选民资格 -AND- 候选人竞选:0.0
合格选民#选民资格 -AND- 全国代表大会:0.0
合格选民#选民资格 -AND- 结局预测#大选预测:0.0
合格选民#选民资格 -AND- 选举制度#选举人团制度:0.0
合格选民#选民资格 -AND- 旅游警示:0.0
合格选民#选民资格 -AND- 选举情况:0.0
合格选民#选民资格 -AND- 被选举权:0.0
合格选民#选民资格 -AND- 民主党:0.0
合格选民#选民资格 -AND- 大选对外影响:0.0
合格选民#选民资格 -AND- 各州统计:0.0
合格选民#选民资格 -AND- 无在位候选人#官方候选人:0.0
合格选民#选民资格 -AND- 预选:0.0
合格选民#选民资格 -AND- 新闻文章:0.0
合格选民#选民资格 -AND- 大选结论:0.0
合格选民#选民资格 -AND- 变化:0.0
合格选民#选民资格 -AND- 对华态度:0.0
合格选民#选民资格 -AND- 胜利演讲:0.0
合格选民#选民资格 -AND- 审查:0.0
合格选民#选民资格 -AND- 过程:0.0
合格选民#选民资格 -AND- 时间线:0.0
合格选民#选民资格 -AND- 内阁人选:0.0
合格选民#选民资格 -AND- 抗议示威:0.0
合格选民#选民资格 -AND- 观察:0.0
合格选民#选民资格 -AND- 大选背景:0.0
合格选民#选民资格 -AND- 选举舞弊:0.0
合格选民#选民资格 -AND- root:0.0
电视辩论 -AND- 参选人员:0.0
电视辩论 -AND- 国际反应#各方反应:0.0
电视辩论 -AND- 选举时间:0.0
电视辩论 -AND- 民主统合党:0.0
电视辩论 -AND- 合格选民#选民资格:0.0
电视辩论 -AND- 初选#重要日程#大选日程#选举日程安排:0.0
电视辩论 -AND- 影响:0.0
电视辩论 -AND- 参选政党#其他政党#主要第三政党候选人#其他政党和独立候选人:0.0
电视辩论 -AND- 投票过程#大选过程:0.0
电视辩论 -AND- 在野党总统候选人单一化问题:0.0
电视辩论 -AND- 参选人#获提名人#选举人权责:0.0
电视辩论 -AND- 下议院组成#人员组成:0.0
电视辩论 -AND- 选举日期争议:0.0
电视辩论 -AND- 监督:0.0
电视辩论 -AND- 影响大选因素:0.0
电视辩论 -AND- 示威者与反政府者:0.0
电视辩论 -AND- 众院权大:0.0
电视辩论 -AND- 注册候选人#潜在候选人#正式候选人#总统候选人:0.0
电视辩论 -AND- 选举流程:0.0
电视辩论 -AND- 结果:0.0
电视辩论 -AND- 选举胜利:0.0
电视辩论 -AND- 选举人团的变化#全民投票#选举人票比较:0.0
电视辩论 -AND- 预算:0.0
电视辩论 -AND- 部署警察:0.0
电视辩论 -AND- 国内:0.0
电视辩论 -AND- 新世界党#新国家党:0.0
电视辩论 -AND- 历任总统#选出总统:0.0
电视辩论 -AND- 候选人资格#选举资格:0.0
电视辩论 -AND- 选民登记工作:0.0
电视辩论 -AND- 大选前期:0.0
电视辩论 -AND- 颂猜态度:0.0
电视辩论 -AND- 选举法:0.0
电视辩论 -AND- 大选动态:0.0
电视辩论 -AND- 数据:0.0
电视辩论 -AND- 民意调查#选前民意调查:0.0
电视辩论 -AND- 选举:0.0
电视辩论 -AND- 集会洒泪:0.0
电视辩论 -AND- 选民观点:0.0
电视辩论 -AND- 内阁制度:0.0
电视辩论 -AND- 总统副总统候选人:0.0
电视辩论 -AND- 选举规则:0.0
电视辩论 -AND- 选举准备:0.0
电视辩论 -AND- 十大看点:0.0
电视辩论 -AND- 终极对决:0.0
电视辩论 -AND- 相关人士的态度:0.0
电视辩论 -AND- 投票权:0.0
电视辩论 -AND- 正式拉票活动:0.0
电视辩论 -AND- 自民党:0.0
电视辩论 -AND- 选情进展:0.0
电视辩论 -AND- 总结:0.0
电视辩论 -AND- 选举委员会:0.0
电视辩论 -AND- 上届选举#首相选举:0.0
电视辩论 -AND- 分析:0.0
电视辩论 -AND- 大选花费:0.0
电视辩论 -AND- 获胜者:0.0
电视辩论 -AND- 选举结果#候选人#背景:0.0
电视辩论 -AND- 退出者:0.0
电视辩论 -AND- 共和党:0.0
电视辩论 -AND- 社会现状:0.0
电视辩论 -AND- 大选特点:0.0
电视辩论 -AND- 影响因素:0.0
电视辩论 -AND- 维新会:0.0
电视辩论 -AND- 候选人竞选:0.0
电视辩论 -AND- 全国代表大会:0.0
电视辩论 -AND- 结局预测#大选预测:0.0
电视辩论 -AND- 选举制度#选举人团制度:0.0
电视辩论 -AND- 旅游警示:0.0
电视辩论 -AND- 选举情况:0.0
电视辩论 -AND- 被选举权:0.0
电视辩论 -AND- 民主党:0.0
电视辩论 -AND- 大选对外影响:0.0
电视辩论 -AND- 各州统计:0.0
电视辩论 -AND- 无在位候选人#官方候选人:0.0
电视辩论 -AND- 预选:0.0
电视辩论 -AND- 新闻文章:0.0
电视辩论 -AND- 大选结论:0.0
电视辩论 -AND- 变化:0.0
电视辩论 -AND- 对华态度:0.0
电视辩论 -AND- 胜利演讲:0.0
电视辩论 -AND- 审查:0.0
电视辩论 -AND- 过程:0.0
电视辩论 -AND- 时间线:0.0
电视辩论 -AND- 内阁人选:0.0
电视辩论 -AND- 抗议示威:0.0
电视辩论 -AND- 观察:0.0
电视辩论 -AND- 大选背景:0.0
电视辩论 -AND- 选举舞弊:0.0
电视辩论 -AND- root:0.02702702702702703
初选#重要日程#大选日程#选举日程安排 -AND- 参选人员:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 国际反应#各方反应:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 选举时间:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 民主统合党:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 合格选民#选民资格:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 电视辩论:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 影响:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 参选政党#其他政党#主要第三政党候选人#其他政党和独立候选人:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 投票过程#大选过程:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 在野党总统候选人单一化问题:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 参选人#获提名人#选举人权责:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 下议院组成#人员组成:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 选举日期争议:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 监督:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 影响大选因素:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 示威者与反政府者:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 众院权大:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 注册候选人#潜在候选人#正式候选人#总统候选人:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 选举流程:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 结果:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 选举胜利:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 选举人团的变化#全民投票#选举人票比较:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 预算:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 部署警察:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 国内:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 新世界党#新国家党:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 历任总统#选出总统:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 候选人资格#选举资格:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 选民登记工作:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 大选前期:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 颂猜态度:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 选举法:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 大选动态:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 数据:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 民意调查#选前民意调查:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 选举:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 集会洒泪:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 选民观点:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 内阁制度:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 总统副总统候选人:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 选举规则:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 选举准备:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 十大看点:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 终极对决:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 相关人士的态度:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 投票权:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 正式拉票活动:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 自民党:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 选情进展:0.0
初选#重要日程#大选日程#选举日程安排 -AND- 总结:0.0
